"TaskNumber","Priority","StatusCode","ProjectCode","SubCategory","#Developers","TaskPerformance","DeveloperPerformance","HoursEstimate","HoursLogged"
"5058","5","FINISHED","PC2","Enhancement","1","0.95","0.95","1","0.05"
"5059","5","FINISHED","PC2","Enhancement","1","0.45","0.45","0.5","0.05"
"5060","5","FINISHED","PC2","Enhancement","1","0","0","0.05","0.05"
"5061","5","FINISHED","PC2","Enhancement","1","-0.05","-0.05","0.5","0.55"
"5062","5","FINISHED","PC2","Enhancement","1","0.95","0.95","1","0.05"
"5063","5","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5064","3","COMPLETED","PC9","Bug","1","-0.25","-0.25","0.5","0.75"
"5065","1","COMPLETED","PC2","Release","1","-2","-2","8","10"
"5066","4","COMPLETED","PC2","Enhancement","1","0","0","0.75","0.75"
"5067","1","COMPLETED","PC2","Release","1","0","0","1","1"
"5068","1","COMPLETED","PC2","Release","1","0","0","1","1"
"5070","1","FINISHED","PC2","Enhancement","1","-2.5","-2.5","10","12.5"
"5071","7","FINISHED","PC2","Enhancement","1","0","0","0.25","0.25"
"5072","4","COMPLETED","PC2","Enhancement","1","-0.25","-0.25","1","1.25"
"5074","4","FINISHED","PC2","Enhancement","1","-2.75","-2.75","2","4.75"
"5078","1","COMPLETED","PC2","Release","1","0","0","1","1"
"5080","1","COMPLETED","PC2","Release","1","0","0","2","2"
"5085","2","COMPLETED","PC16","Enhancement","1","-5","-5","5","10"
"5087","5","FINISHED","PC2","Enhancement","1","1.5","1.5","2","0.5"
"5088","5","FINISHED","PC2","Enhancement","1","3.25","3.25","5","1.75"
"5090","2","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","2","2.5"
"5092","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"5093","1","COMPLETED","PC2","Release","1","0","0","0.25","0.25"
"5094","3","FINISHED","PC2","Bug","1","0","0","5","5"
"5096","1","COMPLETED","PC2","Testing","1","3","3","14","11"
"5097","1","COMPLETED","PC2","Enhancement","1","0","0","1","1"
"5098","1","COMPLETED","PC2","Enhancement","1","-4.25","-4.25","3","7.25"
"5099","5","FINISHED","PC2","Bug","1","0.5","0.5","2","1.5"
"5105","5","FINISHED","PC2","Enhancement","1","0","0","0.25","0.25"
"5106","5","FINISHED","PC2","Enhancement","1","0","0","0.1","0.1"
"5107","5","FINISHED","PC2","Enhancement","1","3","3","5","2"
"5108","5","FINISHED","PC2","Enhancement","1","0.5","0.5","1","0.5"
"5109","5","FINISHED","PC2","Enhancement","1","1.5","1.5","3","1.5"
"5111","5","FINISHED","PC2","Enhancement","1","1.25","1.25","2","0.75"
"5112","5","FINISHED","PC2","Enhancement","1","2.75","2.75","3","0.25"
"5113","5","COMPLETED","PC2","Enhancement","1","3","3","3.5","0.5"
"5116","1","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5118","2","COMPLETED","PC16","Enhancement","1","-29.5","-29.5","14","43.5"
"5120","5","COMPLETED","PC2","Enhancement","1","0.5","0.5","4.5","4"
"5121","1","FINISHED","PC9","Release","1","4.5","4.5","7","2.5"
"5123","2","COMPLETED","PC2","Bug","1","-4","-4","5","9"
"5125","4","COMPLETED","PC2","Bug","1","1.55","NA","3","1.45"
"5125","4","COMPLETED","PC2","Bug","1","1.55","2.25","3","1.45"
"5126","2","COMPLETED","PC2","Enhancement","1","0.5","0.5","1.5","1"
"5127","1","FINISHED","PC2","Enhancement","1","0","0","1","1"
"5130","4","COMPLETED","PC2","Enhancement","1","-0.25","-0.25","2","2.25"
"5131","7","COMPLETED","PC2","Enhancement","1","-0.25","-0.25","2.5","2.75"
"5133","4","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5137","1","COMPLETED","PC2","Enhancement","1","0","6.5","21","21"
"5137","1","COMPLETED","PC2","Enhancement","1","0","NA","21","21"
"5138","2","COMPLETED","PC2","Enhancement","1","0","0","4","4"
"5139","2","COMPLETED","PC2","Enhancement","1","-106","-106","50","156"
"5146","1","COMPLETED","PC2","Enhancement","1","2","2","3","1"
"5149","1","COMPLETED","PC2","Enhancement","1","0","0","5","5"
"5150","1","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","1","1.5"
"5152","1","FINISHED","PC9","Enhancement","1","-4.25","-4.25","4","8.25"
"5153","1","COMPLETED","PC2","Enhancement","1","1.5","1.5","5","3.5"
"5155","5","COMPLETED","PC2","Enhancement","1","0","0","1","1"
"5156","1","COMPLETED","PC2","Enhancement","1","-32.17","-32.17","7","39.17"
"5157","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"5158","5","FINISHED","PC9","Enhancement","1","-2","NA","2","4"
"5158","5","FINISHED","PC9","Enhancement","1","-2","0","2","4"
"5162","1","COMPLETED","PC2","Bug","1","3.5","3.5","7","3.5"
"5164","1","COMPLETED","PC2","Testing","1","0","0","0.75","0.75"
"5165","1","COMPLETED","PC2","Enhancement","1","0","0","1","1"
"5168","4","COMPLETED","PC2","Enhancement","1","0","0","0.25","0.25"
"5169","4","COMPLETED","PC9","Enhancement","1","6","6","14","8"
"5170","1","COMPLETED","PC2","Enhancement","1","3","3","3.5","0.5"
"5174","2","COMPLETED","PC2","Enhancement","1","0.5","0.5","1","0.5"
"5176","5","COMPLETED","PC2","Bug","1","-11","NA","7","18"
"5176","5","COMPLETED","PC2","Bug","1","-11","NA","7","18"
"5176","5","COMPLETED","PC2","Bug","1","-11","-1.5","7","18"
"5180","1","COMPLETED","PC2","Enhancement","1","-1.5","-1.5","5","6.5"
"5181","1","COMPLETED","PC2","Enhancement","1","0","0","3.5","3.5"
"5198","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"5200","1","FINISHED","PC2","Enhancement","1","0","0","2","2"
"5201","1","COMPLETED","PC2","Enhancement","1","-15.89","NA","14","29.89"
"5201","1","COMPLETED","PC2","Enhancement","1","-15.89","NA","14","29.89"
"5201","1","COMPLETED","PC2","Enhancement","1","-15.89","-11.33","14","29.89"
"5202","2","COMPLETED","PC2","Release","1","0","0","0.5","0.5"
"5203","1","FINISHED","PC11","Enhancement","1","1.91","1.91","7","5.09"
"5204","4","FINISHED","PC2","Bug","1","-0.5","-0.5","2","2.5"
"5205","1","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","2","2.5"
"5206","1","COMPLETED","PC2","Enhancement","1","4.5","4.5","5","0.5"
"5207","1","COMPLETED","PC2","Bug","1","6.5","6.5","10","3.5"
"5208","1","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","4","4.5"
"5211","4","FINISHED","PC2","Enhancement","1","0.5","0.5","1.25","0.75"
"5212","4","FINISHED","PC2","Enhancement","1","0","0","1","1"
"5213","3","FINISHED","PC2","Bug","1","0","0","1","1"
"5214","1","COMPLETED","PC2","Enhancement","1","-1.33","-0.83","0.5","1.83"
"5214","1","COMPLETED","PC2","Enhancement","1","-1.33","NA","0.5","1.83"
"5215","2","COMPLETED","PC2","Bug","1","0.5","0.5","1","0.5"
"5218","1","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5219","3","COMPLETED","PC2","Enhancement","1","1","1","2","1"
"5220","1","COMPLETED","PC2","Enhancement","1","-2","-1","10","12"
"5220","1","COMPLETED","PC2","Enhancement","1","-2","NA","10","12"
"5222","1","COMPLETED","PC2","Enhancement","1","0","0","1","1"
"5223","5","FINISHED","PC2","Enhancement","1","-0.5","-0.5","2","2.5"
"5224","4","FINISHED","PC2","Bug","1","0.5","0.5","2","1.5"
"5225","1","FINISHED","PC2","Bug","1","1.9","1.9","2","0.1"
"5226","1","FINISHED","PC11","Enhancement","1","31.66","31.66","35","3.34"
"5227","2","FINISHED","PC2","Enhancement","1","-0.5","-0.5","3.5","4"
"5228","3","COMPLETED","PC17","Enhancement","1","0.5","0.5","1","0.5"
"5230","4","FINISHED","PC2","Enhancement","1","-0.8","-0.8","1","1.8"
"5234","5","FINISHED","PC2","Enhancement","1","-1.75","-1.75","2","3.75"
"5237","1","COMPLETED","PC2","Bug","1","0.25","0.25","1","0.75"
"5238","1","COMPLETED","PC2","Enhancement","1","-7.5","-7.5","6","13.5"
"5239","1","COMPLETED","PC2","Bug","1","0","0","0.25","0.25"
"5240","1","FINISHED","PC9","Enhancement","1","2","NA","21","19"
"5240","1","FINISHED","PC9","Enhancement","1","2","7","21","19"
"5243","1","COMPLETED","PC2","Enhancement","1","-2.75","-2.75","1","3.75"
"5250","6","FINISHED","PC9","Bug","1","-42.5","NA","5","47.5"
"5250","6","FINISHED","PC9","Bug","1","-42.5","-32.5","5","47.5"
"5251","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"5256","8","COMPLETED","PC2","Enhancement","1","0.5","0.5","2","1.5"
"5258","3","FINISHED","PC2","Enhancement","1","1.25","1.25","3.5","2.25"
"5260","2","COMPLETED","PC2","Bug","1","1","1","2","1"
"5264","1","COMPLETED","PC2","Testing","1","-1","-1","0.5","1.5"
"5267","1","COMPLETED","PC16","Enhancement","1","0","0","4","4"
"5274","2","COMPLETED","PC2","Bug","1","2.5","2.5","7","4.5"
"5275","3","FINISHED","PC2","Release","1","-19.5","NA","7","26.5"
"5275","3","FINISHED","PC2","Release","1","-19.5","-11.5","7","26.5"
"5276","1","COMPLETED","PC2","Enhancement","1","-20.5","-20.5","10","30.5"
"5277","1","COMPLETED","PC2","Enhancement","1","-2.5","-2.5","3.5","6"
"5278","2","COMPLETED","PC16","Enhancement","1","-8.5","-8.5","4","12.5"
"5279","2","COMPLETED","PC16","Enhancement","1","0","0","2","2"
"5281","5","FINISHED","PC2","Enhancement","1","0.5","0.5","2","1.5"
"5284","1","COMPLETED","PC2","Enhancement","1","1","1","4","3"
"5286","5","FINISHED","PC2","Bug","1","0.5","0.5","1","0.5"
"5287","5","FINISHED","PC2","Bug","1","0.5","0.5","2","1.5"
"5288","5","COMPLETED","PC2","Bug","1","-8","-8","5","13"
"5289","5","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5291","5","FINISHED","PC2","Enhancement","1","0","0","0.25","0.25"
"5292","5","FINISHED","PC2","Enhancement","1","0.25","0.25","0.5","0.25"
"5293","5","FINISHED","PC2","Bug","1","1.9","1.9","2","0.1"
"5294","5","COMPLETED","PC2","Enhancement","1","0.25","0.25","0.5","0.25"
"5295","5","COMPLETED","PC2","Enhancement","1","-0.25","-0.25","3.5","3.75"
"5297","8","COMPLETED","PC16","Enhancement","1","0","0","0.5","0.5"
"5298","5","COMPLETED","PC2","Enhancement","1","0","0","2.5","2.5"
"5299","5","FINISHED","PC2","Enhancement","1","0.25","0.25","1.5","1.25"
"5301","3","FINISHED","PC2","Enhancement","1","1.5","1.5","3","1.5"
"5302","5","FINISHED","PC2","Enhancement","1","-0.25","-0.25","0.5","0.75"
"5303","5","FINISHED","PC2","Bug","1","1.25","1.25","2","0.75"
"5304","5","COMPLETED","PC2","Enhancement","1","0.75","0.75","2","1.25"
"5305","3","COMPLETED","PC16","Bug","1","0","0","3","3"
"5306","5","COMPLETED","PC2","Enhancement","1","2.25","2.25","3","0.75"
"5308","1","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","3.5","4"
"5309","5","FINISHED","PC2","Bug","1","1.9","1.9","2","0.1"
"5310","1","FINISHED","PC2","Testing","1","-0.25","-0.25","1","1.25"
"5314","1","COMPLETED","PC2","Bug","1","-0.5","-0.5","1","1.5"
"5315","1","COMPLETED","PC2","Bug","1","0","0","2","2"
"5316","1","FINISHED","PC2","Release","1","0.5","0.5","2","1.5"
"5319","1","COMPLETED","PC2","Release","1","0","0","0.5","0.5"
"5320","1","RELEASED","PC2","Enhancement","1","0","0","1","1"
"5322","4","COMPLETED","PC11","Enhancement","1","0","0","1.25","1.25"
"5324","1","RELEASED","PC2","Enhancement","1","0","0","0.5","0.5"
"5325","1","COMPLETED","PC2","Release","1","-2.5","-2.5","0.5","3"
"5326","1","FINISHED","PC2","Enhancement","1","0","0","1","1"
"5328","1","FINISHED","PC2","Enhancement","1","12.5","12.5","20","7.5"
"5332","2","FINISHED","PC2","Enhancement","1","0.5","0.5","3","2.5"
"5333","4","FINISHED","PC2","Enhancement","1","-2.55","-2.55","3.5","6.05"
"5337","1","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5338","1","COMPLETED","PC2","Enhancement","1","-15.48","-15.48","21","36.48"
"5339","2","COMPLETED","PC2","Enhancement","1","0","0","0.25","0.25"
"5340","1","COMPLETED","PC2","Release","1","-5.25","NA","2","7.25"
"5340","1","COMPLETED","PC2","Release","1","-5.25","-3.25","2","7.25"
"5342","1","FINISHED","PC17","Enhancement","1","-8.5","-8.5","50","58.5"
"5343","4","COMPLETED","PC2","Bug","1","0.5","0.5","1","0.5"
"5347","1","COMPLETED","PC2","Bug","1","-0.5","0.5","1","1.5"
"5347","1","COMPLETED","PC2","Bug","1","-0.5","NA","1","1.5"
"5349","3","COMPLETED","PC2","Enhancement","1","0","0","0.25","0.25"
"5350","3","COMPLETED","PC17","Enhancement","1","1","1","3","2"
"5353","4","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5354","5","COMPLETED","PC2","Release","1","0.5","0.5","2","1.5"
"5355","4","RELEASED","PC2","Enhancement","1","0","0","1","1"
"5358","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"5362","2","COMPLETED","PC2","Enhancement","1","0.5","0.5","2","1.5"
"5363","2","FINISHED","PC9","Enhancement","1","0.1","0.1","5","4.9"
"5364","1","COMPLETED","PC2","Enhancement","1","0","0","3.5","3.5"
"5367","1","FINISHED","PC2","Bug","1","0.25","0.25","1","0.75"
"5368","3","COMPLETED","PC2","Bug","1","-4.5","-4","3","7.5"
"5368","3","COMPLETED","PC2","Bug","1","-4.5","NA","3","7.5"
"5369","3","COMPLETED","PC2","Enhancement","1","0.25","0.25","1","0.75"
"5375","3","FINISHED","PC2","Enhancement","1","0.25","0.25","1","0.75"
"5376","1","FINISHED","PC9","Release","1","0","0","3.5","3.5"
"5379","1","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","2","2.5"
"5382","1","FINISHED","PC17","Enhancement","1","-76","-76","50","126"
"5386","1","COMPLETED","PC2","Bug","1","1","1","2","1"
"5388","1","COMPLETED","PC2","Release","1","0","0","1","1"
"5389","5","COMPLETED","PC2","Bug","1","0.5","0.5","3","2.5"
"5390","5","COMPLETED","PC2","Enhancement","1","-2","-2","1","3"
"5391","5","FINISHED","PC9","Enhancement","1","0","0","2","2"
"5392","8","COMPLETED","PC2","Testing","1","0","0","1","1"
"5393","6","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","1","1.5"
"5394","5","FINISHED","PC9","Release","1","-28.5","-27","14","42.5"
"5394","5","FINISHED","PC9","Release","1","-28.5","NA","14","42.5"
"5395","6","COMPLETED","PC2","Bug","1","-8.5","NA","2","10.5"
"5395","6","COMPLETED","PC2","Bug","1","-8.5","NA","2","10.5"
"5395","6","COMPLETED","PC2","Bug","1","-8.5","-6","2","10.5"
"5398","4","COMPLETED","PC2","Bug","1","1","2","3","2"
"5398","4","COMPLETED","PC2","Bug","1","1","NA","3","2"
"5399","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"5400","2","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","0.5","1"
"5404","1","FINISHED","PC9","Enhancement","1","0.02","0.02","3.5","3.48"
"5405","4","COMPLETED","PC2","Enhancement","1","0.25","0.25","1.5","1.25"
"5406","1","FINISHED","PC2","Enhancement","1","58.57","58.57","91.05","32.48"
"5407","4","COMPLETED","PC2","Release","1","0.25","0.25","3.5","3.25"
"5408","1","COMPLETED","PC2","Bug","1","0.5","0.5","1","0.5"
"5413","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"5415","4","COMPLETED","PC2","Enhancement","1","-0.25","-0.25","1","1.25"
"5418","3","COMPLETED","PC2","Enhancement","1","0.5","0.5","1","0.5"
"5419","4","COMPLETED","PC2","Enhancement","1","0","0","1","1"
"5420","6","COMPLETED","PC2","Enhancement","1","-0.5","-0.5","2","2.5"
"5422","5","FINISHED","PC2","Enhancement","1","0","0","1","1"
"5424","6","FINISHED","PC2","Enhancement","1","2.5","2.5","3","0.5"
"5425","3","FINISHED","PC2","Enhancement","1","1.75","1.75","3.5","1.75"
"5428","4","COMPLETED","PC17","Enhancement","1","-0.25","-0.25","3","3.25"
"5432","3","COMPLETED","PC2","Enhancement","1","1.5","NA","3","1.5"
"5432","3","COMPLETED","PC2","Enhancement","1","1.5","2","3","1.5"
"5433","1","COMPLETED","PC2","Bug","1","-2","-2","3","5"
"5434","1","COMPLETED","PC16","Bug","1","2.5","2.5","4","1.5"
"5435","2","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5436","1","COMPLETED","PC2","Enhancement","1","-8","-7.5","14","22"
"5436","1","COMPLETED","PC2","Enhancement","1","-8","NA","14","22"
"5443","5","FINISHED","PC2","Enhancement","1","0","0","0.25","0.25"
"5444","2","COMPLETED","PC16","Bug","1","2.5","2.5","3","0.5"
"5445","1","FINISHED","PC9","Testing","1","4.25","5.5","7","2.75"
"5445","1","FINISHED","PC9","Testing","1","4.25","NA","7","2.75"
"5449","4","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5450","4","COMPLETED","PC2","Bug","1","-0.25","-0.25","1","1.25"
"5451","4","COMPLETED","PC2","Enhancement","1","-1","0.25","2","3"
"5451","4","COMPLETED","PC2","Enhancement","1","-1","NA","2","3"
"5453","1","RELEASED","PC2","Bug","1","0","0","0.5","0.5"
"5455","5","FINISHED","PC9","Bug","1","1.5","1.5","5","3.5"
"5458","4","COMPLETED","PC2","Enhancement","1","1.25","1.25","2","0.75"
"5459","4","COMPLETED","PC2","Bug","1","1.5","1.5","2.5","1"
"5461","5","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5462","5","COMPLETED","PC2","Enhancement","1","0.75","0.75","2","1.25"
"5464","1","RELEASED","PC2","Enhancement","1","0","0","0.5","0.5"
"5465","4","COMPLETED","PC2","Release","1","0","0","1.5","1.5"
"5466","1","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5467","1","COMPLETED","PC2","Enhancement","1","-15.63","-15.63","14","29.63"
"5469","5","FINISHED","PC9","Enhancement","1","0","0","4","4"
"5472","1","FINISHED","PC2","Enhancement","1","3","3","3.1","0.1"
"5473","10","FINISHED","PC2","Enhancement","1","35","35","35.15","0.15"
"5475","5","COMPLETED","PC2","Bug","1","0.25","0.25","0.5","0.25"
"5476","3","COMPLETED","PC16","Bug","1","0","0","0.5","0.5"
"5477","1","COMPLETED","PC2","Enhancement","1","-1.5","NA","5.5","7"
"5477","1","COMPLETED","PC2","Enhancement","1","-1.5","2","5.5","7"
"5478","1","COMPLETED","PC2","Enhancement","1","0","0","0.25","0.25"
"5479","1","COMPLETED","PC2","Enhancement","1","0.25","0.25","2.5","2.25"
"5482","5","FINISHED","PC9","Enhancement","1","-3.5","-2","7","10.5"
"5482","5","FINISHED","PC9","Enhancement","1","-3.5","NA","7","10.5"
"5483","1","FINISHED","PC2","Enhancement","1","-1.36","2.82","6.5","7.86"
"5483","1","FINISHED","PC2","Enhancement","1","-1.36","NA","6.5","7.86"
"5485","3","COMPLETED","PC2","Enhancement","1","1.5","1.5","2","0.5"
"5487","3","COMPLETED","PC2","Enhancement","1","1.5","1.5","3","1.5"
"5493","1","COMPLETED","PC2","Enhancement","1","-0.15","-0.15","2","2.15"
"5494","4","COMPLETED","PC2","Enhancement","1","1.25","1.25","2","0.75"
"5495","3","COMPLETED","PC2","Release","1","0.84","2.25","3","2.16"
"5495","3","COMPLETED","PC2","Release","1","0.84","NA","3","2.16"
"5496","3","COMPLETED","PC2","Bug","1","-0.75","-0.75","2","2.75"
"5498","2","COMPLETED","PC2","Enhancement","1","0.5","0.5","2","1.5"
"5502","1","FINISHED","PC9","Enhancement","1","-0.25","-0.25","1","1.25"
"5506","5","COMPLETED","PC2","Bug","1","0","0","3","3"
"5507","4","COMPLETED","PC2","Bug","1","1.4","1.4","3","1.6"
"5508","1","FINISHED","PC2","Bug","1","-3.26","-3.26","2.5","5.76"
"5509","3","FINISHED","PC2","Enhancement","1","0.14","0.14","3","2.86"
"5510","1","FINISHED","PC9","Bug","1","0","0","0.5","0.5"
"5511","3","FINISHED","PC9","Enhancement","1","0.22","0.22","2","1.78"
"5512","1","FINISHED","PC2","Enhancement","1","0.25","0.25","2","1.75"
"5513","1","COMPLETED","PC2","Bug","1","2.5","2.5","3.5","1"
"5518","3","COMPLETED","PC17","Enhancement","1","2.5","2.5","4","1.5"
"5519","5","FINISHED","PC9","Enhancement","1","-3","-3","7","10"
"5520","5","COMPLETED","PC2","Bug","1","2","2","3","1"
"5522","1","FINISHED","PC17","Enhancement","1","-12.75","-12.75","50","62.75"
"5524","1","FINISHED","PC9","Enhancement","1","0.1","0.1","0.75","0.65"
"5525","1","FINISHED","PC9","Enhancement","1","3.5","3.5","21","17.5"
"5530","5","COMPLETED","PC2","Enhancement","1","0.5","0.5","1","0.5"
"5531","5","COMPLETED","PC2","Enhancement","1","-0.25","-0.25","3.5","3.75"
"5532","1","COMPLETED","PC2","Enhancement","1","-3.75","-3.75","5","8.75"
"5533","3","COMPLETED","PC2","Enhancement","1","4.4","4.4","5","0.6"
"5534","1","COMPLETED","PC17","Enhancement","1","2","4.5","7","5"
"5534","1","COMPLETED","PC17","Enhancement","1","2","NA","7","5"
"5541","3","COMPLETED","PC2","Enhancement","1","1.5","1.5","2.5","1"
"5542","5","COMPLETED","PC2","Enhancement","1","-103.97","NA","14","117.97"
"5542","5","COMPLETED","PC2","Enhancement","1","-103.97","NA","14","117.97"
"5542","5","COMPLETED","PC2","Enhancement","1","-103.97","-46.75","14","117.97"
"5546","1","COMPLETED","PC2","Release","1","2.32","2.32","7","4.68"
"5547","1","COMPLETED","PC2","Release","1","3.97","3.97","7","3.03"
"5548","1","COMPLETED","PC2","Release","1","0.09","0.09","1","0.91"
"5549","1","COMPLETED","PC2","Enhancement","1","-5.25","-5.25","2","7.25"
"5551","5","COMPLETED","PC2","Enhancement","1","0","0","0.5","0.5"
"5552","5","COMPLETED","PC17","Enhancement","1","13","16","35","22"
"5552","5","COMPLETED","PC17","Enhancement","1","13","NA","35","22"
"5554","1","COMPLETED","PC2","Testing","1","0.05","0.05","0.5","0.45"
"5556","1","COMPLETED","PC2","Enhancement","1","-9.58","-9.58","5","14.58"
"5560","1","COMPLETED","PC2","Release","1","0.25","0.25","7","6.75"
"5561","1","COMPLETED","PC2","Release","1","2.25","2.25","7","4.75"
"5562","1","COMPLETED","PC2","Release","1","0.75","0.75","1","0.25"
"5565","1","COMPLETED","PC2","Release","1","0","0","7","7"
"5566","1","COMPLETED","PC2","Release","1","1.05","1.05","7","5.95"
"5567","1","COMPLETED","PC2","Release","1","0.25","0.25","1","0.75"
"5568","1","COMPLETED","PC2","Release","1","-0.5","-0.5","7","7.5"
"5569","1","COMPLETED","PC2","Release","1","-2.8","-2.8","7","9.8"
"5570","1","COMPLETED","PC2","Release","1","0.5","0.5","1","0.5"
